User_Name,Five_most_used_Theme,Category
Nosfer'Atu,"{'Discord insoumis': 48, 'Élection présidentielle brésilienne de 2018': 24, 'Élection présidentielle française de 2017': 21, 'Xi Jinping': 14, 'Affaire de la Ligue du LOL': 12}",300 (film)
Nouill,"{'Attaché d’administration hospitalière': 2, 'Conseil en écriture': 2, 'Formateur en informatique': 2, 'Conseiller en gestion de patrimoine': 2, 'Cordonnier': 2}",Darius Ier
Nouill,"{'Préfet (Guinée)': 2, 'Développeur full stack': 2, 'Mécanicien armement opérationnel': 2, 'Attaché d’administration hospitalière': 2, 'Conseil en écriture': 2}",Xerxès Ier
Nousanonym,"{'Assainissement': 19, 'Hardee hat': 9, 'Dioxyde de titane': 9, ""Microstation d'épuration"": 7, ""Pharmacie d'officine"": 6}",Les Perses
NovaPrimeXandar,{'Phidippidès': 1},Phidippidès
Nykholaos,"{'Utilisateur:Nykholaos': 51, 'Utilisateur:Nykholaos/Brouillon': 49, 'Utilisateur:Nykholaos/Brouillon3': 21, 'Kisangani': 21, 'Élections législatives françaises de 1876': 10}",Miltiade le Jeune
Néfermaât,"{'Modèle:Palette IVe dynastie égyptienne': 8, 'Modèle:Palette IIIe dynastie égyptienne': 8, 'Grande épouse royale': 5, 'Ouahtye': 4, 'Modèle:Palette Ire dynastie égyptienne': 4}","Achéménès (satrape),Darius Ier,Xerxès Ier"
O2,"{'Utilisatrice:O2/Brouillon/Fédération parapluie rouge': 11, 'Ótta': 10, 'Le temple satanique': 9, 'Annika Schleu': 9, 'Rosetta Stoned': 8}",300 (bande dessinée)
OKBot,"{'Maldives': 2, 'Organisation': 2, 'Transport en commun': 2, '492': 1, '1481': 1}","300 (bande dessinée),Spartatouille,Darius Ier,Léonidas Ier de Sparte,Xerxès Ier"
Obsidienne uwu,"{'Call of Duty': 1, 'Les Perses': 1}",Les Perses
Octave 444,"{'Enrique Angelelli': 25, 'Raymond de Fitero': 21, 'André Bauer (saint)': 20, 'Albéric Crescitelli': 17, 'Colette de Corbie': 13}",Darius Ier
Octave.H,"{'Oujda': 7, 'Tariq ibn Ziyad': 7, 'Alphonse Allais': 6, 'Tafraout (Maroc)': 5, 'Audrey Hepburn': 5}","300 : La Naissance d'un empire,Léonidas Ier de Sparte"
Octogocanne,"{'Les Perses': 2, 'Prométhée enchaîné': 1, 'Histoires': 1, 'Les Sept contre Thèbes': 1}",Les Perses
Odysseus21,"{'Niteworks': 9, 'Utilisateur:Odysseus21': 5, 'John Riley (chanson)': 4, 'Renault Korea Motors': 3, 'Émilie Simon': 3}",300 (bande dessinée)
Olimparis,"{'Premier ministre français': 68, 'Veto': 55, 'Liste des Premiers ministres français par délégation ou par intérim': 52, 'Trou noir de Kerr': 47, 'Métrique de Schwarzschild': 42}",Phidippidès
Oliver H,"{'Utilisateur:Oliver H': 11, 'Miguel Ruiz': 9, 'Bid et ask': 8, 'Qt Group': 7, 'Utilisateur:Oliver H/Toussaint Roze': 7}","Canal de Xerxès,Bataille de Platées,Bataille des Thermopyles,Bataille des Thermopyles"
Olivier Tanguy,"{'Aline Kominsky-Crumb': 3, 'Batman': 3, 'Assassinat de José Calvo Sotelo': 2, 'Mazeppa (Victor Hugo)': 2, 'Nell Brinkley': 2}","Guerres médiques,300 (bande dessinée),Cimon,Xerxès Ier"
OlivierFils,"{'Clodion': 4, 'Utilisateur:Christian Chapron': 4, 'Ben Wilson': 4, 'Utilisateur:Alterbatir': 3, 'European Finance Cup': 3}","Bataille de Salamine,Thémistocle"
Ollamh,"{'Celtes': 7, 'March Malaen': 5, 'Cheval chez les peuples celtes': 5, 'Chronologie de la Bretagne': 4, 'Vercingétorix': 4}",La Bataille des Thermopyles
Olosta,"{'Affaire Rhodia': 11, 'Montigny-le-Bretonneux': 10, 'V pour Vendetta': 7, 'Strangers in Paradise': 6, 'Canton de Percy': 4}",300 (bande dessinée)
Olves,"{'Utilisateur:Olves': 31, 'Tranchée des baïonnettes': 16, 'Dambach-la-Ville': 10, 'Armorial des communes du Bas-Rhin': 9, 'Eger (Hongrie)': 9}",Bataille de l'Eurymédon
Olyvar,"{'The Works (album de Queen)': 23, 'Utilisateur:Olyvar/Brouillons': 18, 'A Kind of Magic (album)': 15, 'A Night at the Opera (album de Queen)': 8, 'Stephen King': 5}","Bataille de l'Artémision,Bataille de l'Eurymédon,Bataille de Ladé (494 av. J.-C.),Bataille du cap Mycale,Bataille de Platées,Bataille de Salamine,300 : La Naissance d'un empire,300 (film)"
Om3g4,"{'Paul Guihard': 12, 'Summerjam': 11, 'Kincsem': 10, 'Gorilles dans la brume': 9, 'Utilisateur:Om3g4': 7}",Eurybiade
Omar86,"{""Commandement unifié de l'Intifada"": 23, 'Izz al-Din al-Qassam': 22, 'Première intifada': 21, 'Projet:Palestine/Index': 17, 'Bande de Gaza': 14}","Bataille du cap Mycale,Callimaque le Polémarque,Charopinos,Cimon,Hippias (tyran),Léotychidas II,Thémistocle,Xanthippe (père de Périclès)"
Onésime Chaprot,"{'Violaine Vanoyeke': 25, 'Aqueduc des Arcades': 2, 'Joseph Haydn': 2, 'Élisabeth Jacquet de La Guerre': 2, 'Stabat Mater (Pergolèse)': 2}",Bataille de l'Artémision
Orijentolog,"{'Modèle:Country data Azerbaïdjan': 3, 'Sogdiane': 3, 'Maison des Boroudjerdi': 2, 'Tekiyeh': 2, 'Liste des châteaux en Iran': 2}","Mardonios,Thermopyles,Mégabaze"
Orlodrim,"{'Utilisateur:Orlodrim/test': 9, 'Projet:Maintenance/Articles non suivis/Demandes': 6, 'Projet:Liens rouges/Paramètre non nommé dans Lien': 5, 'Utilisateur:OrlodrimBot/Évaluations': 4, 'Modèle:RandJ': 4}",300 (film)
OrlodrimBot,"{'Portail:Architecture et urbanisme/Articles récents': 6, 'Projet:Christianisme/Articles récents': 6, 'Projet:Catholicisme/Articles récents': 5, 'Projet:Cinéma/Articles récents': 5, 'Portail:Cinéma/Derniers articles créés': 5}",Bataille de Ladé (494 av. J.-C.)
OrlodrimBot,"{'Portail:Asie/Articles récents': 6, 'Projet:Cinéma/Articles récents': 5, 'Portail:Architecture et urbanisme/Articles récents': 5, 'Portail:Italie/Derniers articles créés': 5, 'Projet:Italie/Articles récents': 5}",La Bataille des Thermopyles
OrlodrimBot,"{'Portail:Asie/Articles récents': 6, 'Utilisateur:Thibaut120094/Brouillon2': 5, 'Portail:Architecture et urbanisme/Articles récents': 5, 'Portail:Italie/Derniers articles créés': 5, 'Projet:Italie/Articles récents': 5}","Éphialtès de Trachis,Molon labe,Spartatouille"
OrlodrimBot,"{'Portail:Italie/Derniers articles créés': 6, 'Portail:Architecture et urbanisme/Articles récents': 5, 'Projet:Italie/Articles récents': 5, 'Utilisateur:Pharma/À faire': 5, 'Projet:Christianisme/Articles récents': 5}",Bataille des Thermopyles
OrlodrimBot,"{'Portail:Italie/Derniers articles créés': 6, 'Projet:Cinéma/Articles récents': 5, 'Portail:Cinéma/Derniers articles créés': 5, 'Portail:Asie/Articles récents': 5, 'Portail:Architecture et urbanisme/Articles récents': 5}",300 (film)
OrlodrimBot,"{'Portail:Italie/Derniers articles créés': 6, 'Projet:Italie/Articles récents': 5, 'Utilisateur:Pharma/À faire': 5, 'Portail:Architecture et urbanisme/Articles récents': 5, 'Projet:Christianisme/Articles récents': 5}",Bataille des Thermopyles
OrlodrimBot,"{'Portail:Italie/Derniers articles créés': 6, 'Utilisateur:Pharma/À faire': 6, 'Projet:Catholicisme/Articles récents': 5, 'Projet:Cinéma/Articles récents': 5, 'Portail:Cinéma/Derniers articles créés': 5}",Mardonios
OrlodrimBot,"{'Portail:Italie/Derniers articles créés': 6, 'Utilisateur:Pharma/À faire': 6, 'Projet:Cinéma/Articles récents': 5, 'Portail:Cinéma/Derniers articles créés': 5, 'Projet:Sciences/Articles récents': 5}",Guerres médiques
OrlodrimBot,"{'Portail:États-Unis/Articles récents': 5, 'Portail:Peinture/Articles récents': 5, 'Projet:Peinture/Articles récents': 5, 'Portail:Peinture/Derniers articles créés': 5, 'Utilisateur:Thibaut120094/Brouillon2': 5}",Bataille de Platées
OrlodrimBot,"{'Projet:Catholicisme/Articles récents': 5, 'Projet:Cinéma/Articles récents': 5, 'Portail:Cinéma/Derniers articles créés': 5, 'Portail:Italie/Derniers articles créés': 5, 'Projet:Sciences/Articles récents': 5}",Bataille de l'Artémision
OrlodrimBot,"{'Projet:Christianisme/Articles récents': 6, 'Portail:Peinture/Articles récents': 5, 'Projet:Peinture/Articles récents': 5, 'Portail:Peinture/Derniers articles créés': 5, 'Utilisateur:Thibaut120094/Brouillon2': 5}",Bataille du cap Mycale
OrlodrimBot,"{'Projet:Christianisme/Articles récents': 6, 'Projet:Catholicisme/Articles récents': 5, 'Projet:Cinéma/Articles récents': 5, 'Portail:Cinéma/Derniers articles créés': 5, 'Portail:Italie/Derniers articles créés': 5}",Bataille de l'Eurymédon
OrlodrimBot,"{'Projet:Christianisme/Articles récents': 6, 'Projet:Catholicisme/Articles récents': 5, 'Utilisateur:Pharma/À faire': 5, 'Projet:Italie/Articles récents': 5, 'Portail:Asie/Articles récents': 5}","Phidippidès,Scyllis,Thémistocle"
OrlodrimBot,"{'Projet:Christianisme/Articles récents': 6, 'Projet:Cinéma/Articles récents': 5, 'Portail:Cinéma/Derniers articles créés': 5, 'Utilisateur:Pharma/À faire': 5, 'Projet:Italie/Articles récents': 5}",Léotychidas II
OrlodrimBot,"{'Projet:Christianisme/Articles récents': 6, 'Utilisateur:Pharma/À faire': 5, 'Projet:Italie/Articles récents': 5, 'Portail:Asie/Articles récents': 5, 'Utilisateur:Gz260/Routes/Suivi des articles': 4}",Miltiade le Jeune
OrlodrimBot,"{'Projet:Christianisme/Articles récents': 6, 'Utilisateur:Thibaut120094/Brouillon2': 5, 'Portail:Architecture et urbanisme/Articles récents': 5, 'Projet:Catholicisme/Articles récents': 5, 'Projet:Cinéma/Articles récents': 5}",Bataille de Marathon
OrlodrimBot,"{'Projet:Cinéma/Articles récents': 5, 'Portail:Cinéma/Derniers articles créés': 5, 'Utilisateur:Pharma/À faire': 5, 'Projet:Italie/Articles récents': 5, 'Projet:Christianisme/Articles récents': 5}","Hippias (tyran),Hydna,Hypérantès,Léonidas Ier de Sparte"
OrlodrimBot,"{'Projet:Histoire/Articles récents': 5, 'Projet:Technologies/Articles récents': 5, 'Portail:États-Unis/Articles récents': 5, 'Portail:Asie/Articles récents': 5, 'Portail:Architecture et urbanisme/Articles récents': 5}","Adimante de Corinthe,Callimaque le Polémarque"
OrlodrimBot,"{'Projet:Histoire/Articles récents': 5, 'Utilisateur:Thibaut120094/Brouillon2': 5, 'Portail:États-Unis/Articles récents': 5, 'Projet:Christianisme/Articles récents': 5, 'Utilisateur:Pharma/À faire': 5}",Xerxès Ier
OrlodrimBot,"{'Projet:Italie/Articles récents': 5, 'Utilisateur:Pharma/À faire': 5, 'Portail:Peinture/Articles récents': 5, 'Projet:Peinture/Articles récents': 5, 'Portail:Architecture et urbanisme/Articles récents': 5}",Bataille de Salamine
OrlodrimBot,"{'Projet:Technologies/Articles récents': 5, 'Portail:États-Unis/Articles récents': 5, 'Utilisateur:Thibaut120094/Brouillon2': 5, 'Portail:Asie/Articles récents': 5, 'Portail:Architecture et urbanisme/Articles récents': 5}",Abrocomès
OrlodrimBot,"{'Utilisateur:Pharma/À faire': 5, 'Projet:Italie/Articles récents': 5, 'Projet:Christianisme/Articles récents': 5, 'Portail:Asie/Articles récents': 5, 'Portail:Architecture et urbanisme/Articles récents': 5}","Cimon,Darius Ier"
OrlodrimBot,"{'Utilisateur:Pharma/À faire': 5, 'Projet:Italie/Articles récents': 5, 'Projet:Christianisme/Articles récents': 5, 'Portail:Asie/Articles récents': 5, 'Utilisateur:Azogbonon': 4}",Datis
Ornd,"{'Élisabeth II': 38, 'Charles III (roi du Royaume-Uni)': 28, 'Bernard Arnault': 17, 'Audrey Pulvar': 11, ""Ministère de l'Éducation nationale, du Préscolaire et des Sports (Maroc)"": 9}",Léonidas Ier de Sparte
Orthogaffe,"{'Neptune (planète)': 5, 'Tycho Brahe': 5, 'Loi de Titius-Bode': 5, 'Programme Viking': 4, 'Mercure (planète)': 3}","Cimon,Darius Ier,Phidippidès,Thémistocle,Xerxès Ier"
Otto Didakt,"{'Apollo 8': 15, 'Henry Petre': 8, 'Mausolée de Lanuéjols': 8, 'Histoire de la Pennsylvanie': 8, 'Fusillade de Monterey Park': 7}",Bataille de Salamine
Owwwl,"{'Mary Toft': 19, 'Mushitaro Oguri': 15, 'Extrême droite': 14, 'Utilisateur:Owwwl/Brouillon': 12, 'Yossi Ghinsberg': 12}",Phidippidès
Oxxo,"{'Sous le soleil de Toscane (film)': 4, 'Karri Willms': 4, 'Hôtel de ville de Châteaudun': 4, 'Amann': 3, 'Rosario (homonymie)': 2}",300 (film)
PANDA 81,"{'Tarn (département)': 20, 'Livarot (fromage)': 12, 'Élevage bovin au Brésil': 10, 'Élevage bovin en Algérie': 9, 'Élevage bovin au Canada': 8}",Guerres médiques
PLUVINAGE,"{'Lysimacheia (Thrace)': 22, 'Mytilène': 12, 'Géographie de la Grèce': 5, 'Grégoire V de Constantinople': 4, 'Liste de batailles navales': 4}","Bataille des Thermopyles,Bataille des Thermopyles"
POP imperator,"{'Utilisateur:POP imperator': 6, 'Les Suppliantes (Eschyle)': 6, 'Eschyle': 5, 'Niobé (Eschyle)': 5, 'Les Perses': 4}","Les Perses,Cimon"
POUDRAS-HUSS,"{'Neuwiller-lès-Saverne': 4, 'Bourg-la-Reine': 4, ""Ville-d'Avray"": 3, 'Colombes': 3, 'Montrouge': 3}",Phidippidès
PROM3TH33,"{'Utilisateur:PROM3TH33': 72, 'Fallschirmjäger': 46, 'Walter Koch': 32, 'Fantassins, seuls en première ligne': 24, 'Men of War (jeu vidéo)': 17}",300 (film)
PUPS,"{'Éditions Gilletta': 16, 'Jean-Pierre Poussou': 5, 'Jean Dumont (historiographe)': 5, ""Léonie d'Aunet"": 4, 'Vladimir Nabokov': 4}",Darius Ier
Pablo029,"{'Utilisateur:Pablo029/Boîtes': 9, 'Utilisateur:Pablo029/LRC': 7, 'Grand Matabiau': 7, 'Grèves et manifestations anti-loi travail en France': 7, 'Journée défense et citoyenneté': 7}","Guerres médiques,Bataille des Thermopyles,Bataille des Thermopyles"
Palacky,"{'Ernest Denis': 10, 'Charles Gravier de Vergennes': 9, 'Boubou Hama': 6, 'Ulla Jacobsson': 4, 'Lino Brocka': 4}",Paix de Callias
Panoramix,"{'Projet:Restauration lien rouge/par distance/N': 18, 'Projet:Restauration lien rouge/par distance/J': 17, 'Projet:Restauration lien rouge/par distance/Q': 8, 'Projet:Restauration lien rouge/par distance/K': 7, 'Saison 3 de Weeds': 4}",Thémistocle
Pantxoa,"{'Balloum (Bandja)': 11, 'Cheikh Bouamama': 8, 'Bertrand Barère': 8, 'Portail:Midi-Pyrénées/Patrimoine': 7, 'Bourgoin-Jallieu': 6}",Xerxès Ier
Paqpaq94,"{""That '90s Show"": 8, 'The Boogeyman (film, 2023)': 5, 'Air (film, 2023)': 5, '43e cérémonie des Razzie Awards': 4, 'Hunters (série télévisée, 2020)': 4}","300 : La Naissance d'un empire,300 (film)"
ParaBenT,"{'LGBT au cinéma': 57, 'Liste de films LGBT': 49, 'Liste de films LGBT en France': 21, 'Liste de films LGBT aux États-Unis': 20, 'Projet:Liens rouges/Paramètre non nommé dans Lien': 20}",Spartatouille
Pasconi,"{'Utilisateur:Pasconi/Génération FLNC': 17, 'Gang de la Brise de mer': 13, 'Utilisateur:Pasconi/à faire': 11, 'Guérini': 6, 'Douglas C-53 Skytrooper': 4}",La Bataille des Thermopyles
Passoa15,"{""Couvent Sainte-Marie d'en-Haut"": 19, 'Rhatha Phongam': 16, 'Château du Géant': 9, 'Léger': 9, 'Don Jazzy': 9}","Artaban (fils d'Hystaspe),Artaban l'Hyrcanien"
Patangel,"{""Liste d'auteurs de science-fiction"": 12, 'Modèle:Palette Science-fiction féministe': 10, 'La Monture': 6, 'Métaphysique des tubes': 5, 'Pocket Science-fiction': 4}",Les Murailles de feu
Patrick CecilF,"{'Utilisateur:Patrick CecilF': 23, 'Edwin B. DuPar': 6, 'Arthur Pierson': 6, 'La Reine Victoria': 5, 'Maryann Plunkett': 5}",La Bataille des Thermopyles
Patrick Rogel,"{'Armada (film)': 5, 'Emmanuèle Bondeville': 4, 'Les Profs 2': 4, 'Magic Mike XXL': 4, 'Cara Delevingne': 4}","300 : La Naissance d'un empire,Spartatouille"
Patrick.Delbecq,"{'Utilisateur:Patrick.Delbecq/Brouillon5': 34, 'Équilibre thermodynamique': 20, 'Brown v. Board of Education': 18, 'Fraude à la TVA sur les quotas de carbone': 12, 'Utilisateur:Patrick.Delbecq/Brouillon8': 11}",Bataille de Salamine
Patroklis,"{'Ligue féminine de basket 2022-2023': 22, 'Équipe de France féminine de basket-ball en 2022': 22, 'Eurocoupe féminine de basket-ball 2022-2023': 13, 'Saison 2022-2023 de la Ligue féminine 2 de basket-ball': 11, 'Catégorie:Participant à Drag Race France': 10}","Bataille de Platées,Bataille de Salamine,Molon labe,Phidippidès"
Paul,"{'Utilisateur:Paul': 136, 'Samarcande': 11, 'La Vallée (film, 2014)': 7, 'Jaco Van Dormael': 7, 'Mathilde Laigle': 7}",Bataille de Marathon
Paul Guignard,"{'Pascal Praud': 8, 'Linux': 7, 'Sputnik (agence de presse)': 7, ""L'Homme semence"": 6, 'Utilisateur:Paul Guignard': 5}","Guerres médiques,Bataille de Salamine,Artapherne"
Paul.schrepfer,"{'Bonbon à la réglisse': 14, 'Liste des bornes de la voie de la 2e DB': 12, 'Samir Mohamed': 11, '1983 en Lorraine': 10, '1979 en Lorraine': 9}","Bataille de Platées,Bataille des Thermopyles,Bataille des Thermopyles,Léonidas aux Thermopyles,Molon labe,Xanthippe (père de Périclès)"
Pautard,"{'Chimiophobie': 2, 'Trafic sexuel aux États-Unis': 2, 'Amiante': 2, 'Circumnavigation Magellan-Elcano': 2, 'Pipeline Donges-Melun-Metz': 2}","Ariphron,Damasithyme,Hippias (tyran),Scyllis,Thorax de Larissa"
Pautard,"{'Croix du Chêne de la Messe': 3, 'Amiante': 2, 'Circumnavigation Magellan-Elcano': 2, 'Pipeline Donges-Melun-Metz': 2, 'Agrumes japonais': 2}",Guerres médiques
Pautard,"{'Croix du Chêne de la Messe': 3, 'Trafic sexuel aux États-Unis': 2, 'Amiante': 2, 'Circumnavigation Magellan-Elcano': 2, 'Pipeline Donges-Melun-Metz': 2}","Bataille de l'Eurymédon,Bataille de Marathon,Bataille de Salamine,Bataille des Thermopyles,Bataille des Thermopyles,300 (film),Spartatouille,Thermopyles"
Peacekeeper44,"{'Hugh John Casey': 208, 'Jane Williams': 69, 'Bobby Gibbes': 38, 'Nav Bhatia': 21, 'Opération Colossus': 13}","Bataille de l'Artémision,Siège d'Érétrie"
Peekay,"{'Utilisateur:Peekay/Aide/Modèles divers': 44, ""Projet:Remplissage des pages d'homonymie/1"": 14, 'Utilisateur:Peekay/Aide/Modèles article': 12, 'Utilisateur:Peekay/Aide/Modèles homonymie': 8, 'Mure': 6}",Xerxès Ier
Pelanch3,"{'Barfus': 10, 'Arrondissement de Rybnik': 8, 'Famille von Wietersheim': 7, 'Famille von Larisch': 6, 'Gottfried von Bülow': 4}",La Bataille des Thermopyles
Penjo,"{'Utilisateur:Penjo/brouillon6': 47, 'Utilisateur:Penjo/brouillon': 27, 'Utilisateur:Penjo/brouillon3': 10, 'Utilisateur:Penjo/brouillon2': 3, ""L'Ambitieuse (film, 1959)"": 2}","Thermopyles,Léonidas Ier de Sparte,Xanthippe (père de Périclès)"
Pentocelo,"{""Art du relief rupestre dans l'Antiquité iranienne"": 18, 'Gouyom': 14, 'Iran': 11, 'Sarpol-e Zahab': 11, 'Darab': 10}",Darius Ier
Persantik,"{'Ctésias': 3, 'Achéménides': 2, 'Dinon de Colophon': 2, 'Guerres médiques': 1, 'Iran': 1}",Guerres médiques
Peti610bot,"{'Catégorie:Littérature anglaise': 2, 'Catégorie:Footballeur belge': 1, 'Catégorie:Compétition de football en Belgique': 1, 'Catégorie:Club de football en Belgique': 1, 'Catégorie:Entraîneur belge de football': 1}",La Bataille des Thermopyles
Petro,"{'Achim Beierlorzer': 7, 'Jérôme Boateng': 6, 'Sofiane Feghouli': 5, 'César Láinez': 5, 'Klaus Lisiewicz': 5}","Guerres médiques,Mardonios,Darius Ier,Xerxès Ier"
Phe,"{'Utilisateur:Phe/À faire à intervalle régulier': 47, 'Projet:Articles sans catégories/Modèle catégorisant': 23, 'Projet:Restauration des ancres brisées': 12, 'Projet:Restauration lien rouge': 12, 'Utilisateur:Phe/Clickodrome.js': 12}","300 (bande dessinée),Cimon,Darius Ier,Léonidas Ier de Sparte"
Phe-bot,"{'Projet:Restauration lien rouge/par distance/Compte': 39, 'Projet:Maintenance/Analyse des créations sous IP': 38, 'Utilisateur:Phe/test14': 26, 'Projet:Astronautique/Liste des articles/Nouveau': 26, 'Utilisateur:Phe/Nouvelle page/Août 2019': 24}","Canal de Xerxès,Mardonios,Paix de Callias,Les Perses,Bataille de l'Eurymédon,Bataille du cap Mycale,Bataille de Platées,Thermopyles,Achéménès (satrape),Ariabignès,Artapherne (fils d'Artapherne),Callimaque le Polémarque,Charopinos,Cimon,Darius Ier,Datis,Eurybiade,Hippias (tyran),Léonidas Ier de Sparte,Léotychidas II,Mégabaze,Miltiade le Jeune,Phidippidès,Préxaspe,Thémistocle,Xanthippe (père de Périclès),Xerxès Ier"
Phidippides,"{'Phidippidès': 4, ""Personnages d'Artemis Fowl"": 4, 'Eschyle': 2, 'Armand de Caulaincourt': 2, 'Michaël Golan': 2}",Phidippidès
Philgin,"{'Utilisateur:Philgin/Brouillon': 75, 'Utilisateur:Philgin/Josef Heral': 41, ""Liste de gambits d'échecs"": 36, 'Utilisateur:Philgin/Eugene Perelshteyn': 19, 'Utilisateur:Philgin/Système anti-Torre': 19}",300 (film)
Philippenusbaumer,"{'Philippe Peyrane': 26, 'Musée du domaine royal de Marly': 18, 'Élise-Marie–Thomase Journet': 18, 'Utilisateur:Philippenusbaumer': 15, 'Thomas Bugge': 9}",Léonidas aux Thermopyles
Phso2,"{'Kösem': 9, 'Bataille de Chéronée (338 av. J.-C.)': 9, 'Chambres et couloirs de la pyramide de Khéops': 8, 'Klepsydre (Acropole)': 6, ""Opérations navales durant la guerre d'indépendance grecque"": 5}","Guerres médiques,Canal de Xerxès,Destruction achéménide d'Athènes,Bataille de l'Artémision,Bataille de Marathon,Bataille de Platées,Bataille de Salamine,Bataille des Thermopyles,Bataille des Thermopyles,300 : La Naissance d'un empire,Éphialtès de Trachis,Molon labe,Thermopyles,Adimante de Corinthe,Hippias (tyran),Hydna,Léonidas Ier de Sparte,Miltiade le Jeune,Phidippidès,Scyllis"
Pichasso,"{""Saison 2020-2021 de l'USL Dunkerque"": 250, 'Championnat de France de football National 2019-2020': 15, 'Dunkerque': 12, 'Communauté urbaine de Dunkerque': 11, 'Utilisateur:Pichasso/Brouillon': 9}",Bataille de Marathon
PieRRoBoT,"{'Amatsuki': 3, 'Liste des épisodes de Zatch Bell': 3, 'Bōnen no Xamdou': 3, 'Kanokon': 3, 'Toradora!': 3}",Achéménès (satrape)
Pierre Brial,"{'Utilisateur:Pierre Brial/Linux': 251, 'Utilisateur:Pierre Brial/Astuces Linux': 71, 'Utilisateur:Pierre Brial/Casio': 28, 'Utilisateur:Pierre Brial/Citations': 24, 'Utilisateur:Pierre Brial': 13}","Bataille des Thermopyles,Bataille des Thermopyles"
Pierre Durand-Arnoux,"{'Canal calcique': 10, 'Glux-en-Glenne': 7, 'Mine PFM-1': 6, 'Bêta-bloquant': 6, 'Marcus Claudius Marcellus Aeserninus (contemporain de Tibère)': 5}","Bataille de Salamine,Charopinos"
Pierre cb,"{'Saison des tempêtes hivernales en Europe de 2022-2023': 50, ""Saison cyclonique 2022-2023 dans l'océan Indien sud-ouest"": 50, 'Utilisateur:Pierre cb/Brouillon': 50, 'E. Ruth Anderson': 24, 'Bernice Ackerman': 16}","Thermopyles,Thémistocle"
Pierregil83,"{'Décès en janvier 2023': 104, 'Yvan Gallé': 9, 'Modèle:Accueil actualité': 6, 'Jean Nehr': 5, 'Décès en février 2023': 4}","300 : La Naissance d'un empire,La Bataille des Thermopyles"
Pierrette13,"{""American Girls' Club à Paris"": 29, 'Grand temple de Lyon': 21, 'Paedagogica Historica': 18, 'Store bededag': 14, ""Mémorial des enfants d'Izieu"": 11}","Bataille des Thermopyles,Bataille des Thermopyles"
PimpBot,"{'Dourdan': 2, 'Gilles Buisson': 1, 'Île de Conflans': 1, 'Comté de Deux-Ponts-Bitche': 1, 'Gouvernement de Bourgogne': 1}",Thémistocle
Pingui-King,"{'Utilisateur:Pingui-King/Fourre-Tout/La menace fantôme': 158, 'Utilisateur:Pingui-King/Fourre-tout': 125, 'Utilisateur:Pingui-King/monobook.js': 8, 'Utilisateur:Pingui-King': 6, 'John Knoll': 4}","Darius Ier,Xerxès Ier"
Piotr Ilitch Tchaïkovski,"{'Utilisateur:Piotr Ilitch Tchaïkovski/Article en cours de rédaction': 199, 'Romantisme': 14, 'Liste des œuvres de Piotr Ilitch Tchaïkovski': 9, 'Richard Wagner': 9, 'Giuseppe Verdi': 8}",Léonidas aux Thermopyles
PixelBot,"{""Liste d'historiens"": 2, 'Qazax (raion)': 1, 'Qax (raion)': 1, 'QRpédia': 1, 'Mont Putuo': 1}","Bataille de Marathon,Miltiade le Jeune,Xanthippe (père de Périclès)"
Pj44300,"{'Madagascar': 47, 'Tourisme à Madagascar': 23, 'Subdivisions de Madagascar': 9, 'Antananarivo': 9, 'Ambatovy': 8}","Canal de Xerxès,Les Perses,Phidippidès,Xerxès Ier"
Place Clichy,"{'Gouvernement Élisabeth Borne': 17, 'Diaspora grecque en France': 4, ""Modèle:Palette Gouvernement Borne jusqu'au remaniement du 4 juillet 2022"": 4, 'Liste des députés de la XIIIe législature du Parlement hellénique': 3, 'Liste des ministres français chargés de la Santé': 3}","Bataille de l'Eurymédon,300 (film),La Bataille des Thermopyles,Éphialtès de Trachis,Cimon"
Pld,"{'(8579) Hieizan': 3, '(10134) Joycepenner': 3, '(13253) Stejneger': 2, '(12856) Autridas': 2, '(9405) Johnratje': 2}",Éphialtès de Trachis
Ploum's,"{""Liste de grimpeurs et d'alpinistes"": 22, ""Utilisateur:Ploum's"": 17, 'Chasse photographique': 14, 'Parc national de la Lagoa do Peixe': 12, 'Maladie de Hunter': 8}",Xerxès Ier
Pmiize,"{'Liste des lauréats et nommés français aux Oscars': 12, 'Un homme heureux (chanson)': 6, 'La Guerre des Sontariens': 5, 'Les Enfoirés': 5, ""Liste de chansons francophones dont le titre comporte le nom d'une ville"": 4}",Darius Ier
Pniquet,"{'M1 Abrams': 39, 'Bradley Fighting Vehicle': 18, 'AMX-10 RC': 14, 'T-72': 14, 'FV4034 Challenger 2': 13}",Thémistocle
Pok148,"{'Utilisateur:Pok148/Tourisme': 9, 'Utilisateur:Pok148/Interwiki/0': 4, 'Utilisateur:Pokbot': 3, '(903) Nealley': 2, '(905) Universitas': 2}",Darius Ier
Polerouter,{'Thermopyles': 1},Thermopyles
Poleta33,"{'Podarcis siculus': 7, 'Podarcis raffoneae': 4, 'Acontias percivali': 3, 'Portail:Zoologie/Liste de zoologistes/S': 3, 'Lézard des murailles': 2}","Darius Ier,Xanthippe (père de Périclès),Xerxès Ier"
